,Probabilities
21306,0.046303569
21307,0.004679798
21308,0.015074158
21309,0.261939258
21310,0.009378291
21311,0.516174351
21312,0.260725825
21313,0.250526414
21314,0.257870863
21315,0.064610564
21316,0.003357008
21317,0.017236921
21318,0.010626212
21319,0.023659441
21320,0.140904276
21321,0.00332094
21322,0.038594745
21323,0.095730716
21324,0.004684231
21325,0.09476241
21326,0.125384932
21327,0.019667157
21328,0.012458248
21329,0.010842979
21330,0.393315507
21331,0.004746634
21332,0.008268928
21333,0.009875231
21334,0.008758843
21335,0.607209951
21336,0.059863123
21337,0.008949206
21338,0.006802091
21339,0.037289234
21340,0.149630517
21341,0.00141954
21342,0.301688846
21343,0.014591442
21344,0.006406599
21345,0.001619844
21346,0.012004222
21347,0.007171312
21348,0.004756715
21349,0.025270346
21350,0.005226262
21351,0.002155897
21352,0.003563316
21353,0.009665757
21354,0.001696932
21355,0.2212794
21356,0.007411159
21357,0.001263454
21358,0.135979438
21359,0.510844632
21360,0.204478738
21361,0.010239524
21362,0.249023327
21363,0.005455718
21364,0.031441618
21365,0.010287571
21366,0.074682084
21367,0.004209931
21368,0.014362961
21369,0.001075659
21370,0.036766018
21371,0.168043261
21372,0.242160549
21373,0.562154507
21374,0.270993166
21375,0.020669802
21376,0.007186387
21377,0.003709859
21378,0.196023951
21379,0.004540854
21380,0.004768079
21381,0.293662617
21382,0.1390776
21383,0.006334797
21384,0.00655294
21385,0.010139334
21386,0.580463007
21387,0.011218374
21388,0.011054319
21389,0.021050131
21390,0.114882163
21391,0.020256389
21392,0.00205831
21393,0.171506017
21394,0.014086812
21395,0.022216205
21396,0.17766112
21397,0.142348491
21398,0.003394142
21399,0.013744383
21400,0.06896143
21401,0.005428259
21402,0.032240111
21403,0.373878626
21404,0.044943209
21405,0.309402483
21406,0.004092353
21407,0.220587201
21408,0.120932894
21409,0.010243674
21410,0.236616711
21411,0.005277387
21412,0.013000709
21413,0.021854084
21414,0.002992787
21415,0.01443176
21416,0.003189669
21417,0.091299532
21418,0.021590409
21419,0.011851476
21420,0.003598703
21421,0.007441251
21422,0.043182889
21423,0.234038899
21424,0.105801834
21425,0.012883463
21426,0.281179279
21427,0.60716038
21428,0.013818102
21429,0.005840411
21430,0.003891926
21431,0.001563906
21432,0.003390114
21433,0.490417311
21434,0.001116221
21435,0.294936568
21436,0.007573948
21437,0.287014872
21438,0.004252487
21439,0.006730457
21440,0.050820227
21441,0.765716127
21442,0.248453053
21443,0.003451605
21444,0.007022261
21445,0.209932918
21446,0.006803996
21447,0.002527385
21448,0.121260239
21449,0.00541016
21450,0.009907479
21451,0.016076928
21452,0.003800005
21453,0.00617878
21454,0.000969318
21455,0.009799501
21456,0.005121718
21457,0.005203796
21458,0.000415164
21459,0.003799108
21460,0.004968393
21461,0.003177153
21462,0.007130162
21463,0.013509551
21464,0.034847635
21465,0.327303952
21466,0.007831308
21467,0.004299521
21468,0.017625116
21469,0.002473666
21470,0.01603547
21471,0.003390763
21472,0.000842204
21473,0.006352153
21474,0.582467175
21475,0.001268552
21476,0.016972982
21477,0.001210068
21478,0.46749509
21479,0.066337857
21480,0.000313186
21481,0.017677557
21482,0.022521127
21483,0.00182548
21484,0.380936248
21485,0.00154583
21486,0.010520843
21487,0.006081716
21488,0.637620871
21489,0.402320267
21490,0.004908279
21491,0.009671409
21492,0.23505282
21493,0.008065534
21494,0.006619892
21495,0.002326373
21496,0.015751115
21497,0.461690211
21498,0.005053053
21499,0.001004635
21500,0.00465044
21501,0.183347963
21502,0.359841715
21503,0.056330749
21504,0.136289812
21505,0.079500765
21506,0.004607607
21507,0.008327117
21508,0.005117194
21509,0.005818256
21510,0.269646101
21511,0.264922271
21512,0.192013843
21513,0.305307861
21514,0.011887871
21515,0.045645834
21516,0.171592442
21517,0.631488636
21518,0.000275528
21519,0.020927698
21520,0.006424503
21521,0.004106025
21522,0.477977409
21523,0.011219249
21524,0.020559037
21525,0.015379432
21526,0.006465225
21527,0.218174146
21528,0.00031265
21529,0.000513287
21530,0.088063788
21531,0.124850509
21532,0.004362284
21533,0.013187796
21534,0.005355886
21535,0.108919796
21536,0.023050051
21537,0.374361095
21538,0.348581586
21539,0.006383725
21540,0.008047744
21541,0.001335625
21542,0.091273408
21543,0.00234679
21544,0.002366798
21545,0.008630156
21546,0.007652958
21547,0.023972488
21548,0.362199093
21549,0.002301018
21550,0.000372969
21551,0.231152652
21552,0.062797437
21553,0.012157931
21554,0.249797392
21555,0.029873541
21556,0.158245065
21557,0.040676637
21558,0.019061422
21559,0.017386233
21560,0.018099531
21561,0.220674522
21562,0.004804977
21563,0.004013118
21564,0.004706117
21565,0.002770615
21566,0.018980919
21567,0.113878607
21568,0.300493707
21569,0.029153352
21570,0.005448305
21571,0.087018304
21572,0.016889277
21573,0.005483836
21574,0.016831132
21575,0.18786482
21576,0.012231363
21577,0.003948301
21578,0.010865944
21579,0.008937917
21580,0.364161927
21581,0.324717888
21582,0.13716116
21583,0.01508246
21584,0.022062217
21585,0.021310469
21586,0.177591556
21587,0.228812398
21588,0.010655059
21589,0.00631905
21590,0.009883332
21591,0.002182545
21592,0.002756329
21593,0.123456832
21594,0.00243145
21595,0.002355241
21596,0.219872759
21597,0.027927471
21598,0.013083181
21599,0.017288005
21600,0.201994585
21601,0.287897422
21602,0.207688342
21603,0.193531973
21604,0.002455027
21605,0.59131867
21606,0.004832282
21607,0.615791089
21608,0.006160452
21609,0.011415631
21610,0.046293855
21611,0.003590298
21612,0.003754316
21613,0.083720446
21614,0.016911264
21615,0.175167982
21616,0.006678023
21617,0.004385285
21618,0.399011005
21619,0.005112205
21620,0.004315287
21621,0.269773448
21622,0.456585645
21623,0.001342268
21624,0.276749413
21625,0.003618428
21626,0.009631825
21627,0.00186648
21628,0.010916758
21629,0.028836407
21630,0.003851015
21631,0.254762924
21632,0.013458173
21633,0.011536788
21634,0.712613583
21635,0.142701384
21636,0.007366329
21637,0.015970365
21638,0.351558972
21639,0.101119972
21640,0.004123084
21641,0.255095787
21642,0.007960111
21643,0.024221827
21644,0.25938441
21645,0.128210682
21646,0.022662994
21647,0.110812501
21648,0.001319467
21649,0.012981654
21650,0.245601311
21651,0.195631287
21652,0.006370099
21653,0.02261662
21654,0.188824327
21655,0.010866729
21656,0.00525217
21657,0.008911863
21658,0.013016519
21659,0.004694281
21660,0.002464455
21661,0.010656429
21662,0.181559371
21663,0.011834834
21664,0.01021928
21665,0.150716973
21666,0.00842955
21667,0.00482355
21668,0.003270025
21669,0.005886705
21670,0.015797915
21671,0.222673359
21672,0.103889746
21673,0.453205947
21674,0.380617479
21675,0.202485932
21676,0.013384883
21677,0.246069209
21678,0.004373556
21679,0.007986035
21680,0.067195821
21681,0.006356509
21682,0.215941565
21683,0.003268629
21684,0.001862012
21685,0.003071811
21686,0.023708492
21687,0.017311732
21688,0.094884045
21689,0.376345058
21690,0.011404635
21691,0.005347852
21692,0.011144566
21693,0.014515449
21694,0.005045093
21695,0.23329748
21696,0.017085563
21697,0.023089649
21698,0.011434065
21699,0.003953432
21700,0.007468353
21701,0.045044216
21702,0.135560621
21703,0.015128441
21704,0.01791842
21705,0.000821087
21706,0.0070772
21707,0.318442633
21708,0.218154972
21709,0.13772293
21710,0.357339761
21711,0.006909651
21712,0.001900248
21713,0.00486555
21714,0.015792275
21715,0.185467022
21716,0.315485892
21717,0.005458166
21718,0.003776615
21719,0.082505212
21720,0.362067799
21721,0.00189706
21722,0.102937909
21723,0.026042619
21724,0.139959927
21725,0.000545492
21726,0.003304348
21727,0.003033164
21728,0.601851663
21729,0.360398635
21730,0.646826006
21731,0.075404396
21732,0.498635834
21733,0.328260961
21734,0.23978665
21735,0.002538983
21736,0.208515758
21737,0.102972939
21738,0.078630304
21739,0.006273541
21740,0.023094408
21741,0.014778734
21742,0.004624873
21743,0.354292228
21744,0.007562901
21745,0.314252874
21746,0.119880323
21747,0.002533678
21748,0.005635763
21749,0.179717644
21750,0.011727992
21751,0.006748723
21752,0.11338344
21753,0.001083949
21754,0.006967159
21755,0.4358649
21756,0.121676204
21757,0.001786788
21758,0.005121962
21759,0.198552711
21760,0.029729338
21761,0.125845572
21762,0.002141827
21763,0.136118855
21764,0.0510461
21765,0.018014567
21766,0.057787761
21767,0.334091899
21768,0.028109041
21769,0.002693774
21770,0.011011411
21771,0.010266909
21772,0.062104079
21773,0.029899467
21774,0.009769153
21775,0.09646841
21776,0.381523988
21777,0.493271882
21778,0.003086675
21779,0.001965533
21780,0.00055881
21781,0.013430117
21782,0.000311796
21783,0.182646652
21784,0.002064691
21785,0.000623346
21786,0.012700257
21787,0.063686425
21788,0.006296612
21789,0.006424218
21790,0.136563072
21791,0.299715018
21792,0.009967612
21793,0.383092664
21794,0.004091228
21795,0.004890038
21796,0.041464056
21797,0.001353243
21798,0.185058272
21799,0.505073534
21800,0.137763766
21801,0.009640049
21802,0.006394506
21803,0.008480381
21804,0.018021566
21805,0.00223646
21806,0.028236317
21807,0.00018181
21808,0.134358492
21809,0.004646495
21810,0.026088165
21811,0.406705492
21812,0.129297716
21813,0.006828939
21814,0.04603767
21815,0.203272337
21816,0.038443629
21817,0.032311658
21818,0.224453057
21819,0.002844752
21820,0.021312222
21821,0.22303669
21822,0.00239963
21823,0.177826502
21824,0.016911987
21825,0.332467701
21826,0.01104941
21827,0.40666421
21828,0.541949272
21829,0.006614831
21830,0.000781222
21831,0.005440079
21832,0.008686671
21833,0.584146494
21834,0.019366203
21835,0.012472574
21836,0.002554202
21837,0.008768159
21838,0.006833629
21839,0.003505316
21840,0.003539615
21841,0.348080442
21842,0.007023739
21843,0.004231248
21844,0.008324139
21845,0.008078437
21846,0.00045957
21847,0.000220894
21848,0.3514856
21849,0.228090864
21850,0.30317686
21851,0.003754783
21852,0.187580772
21853,0.009405254
21854,0.011680267
21855,0.012987204
21856,0.308562016
21857,0.003495654
21858,0.002257541
21859,0.183234102
21860,0.170235539
21861,0.015358729
21862,0.267826499
21863,0.00426911
21864,0.337009744
21865,0.254749859
21866,0.323093113
21867,0.154922257
21868,0.006975143
21869,0.007352243
21870,0.006320949
21871,0.004317196
21872,0.209131987
21873,0.007482182
21874,0.144629128
21875,0.002498559
21876,0.006132436
21877,0.01677667
21878,0.002697669
21879,0.068676533
21880,0.017176616
21881,0.106764207
21882,0.017123448
21883,0.336327382
21884,0.006463716
21885,0.009492832
21886,0.006009046
21887,0.001756938
21888,0.010181995
21889,0.015290522
21890,0.002594068
21891,0.032693932
21892,0.59247331
21893,0.24221057
21894,0.183215631
21895,0.014069492
21896,0.011215833
21897,0.491411126
21898,0.000267451
21899,0.010627072
21900,0.005028687
21901,0.274484531
21902,0.387524997
21903,0.005805581
21904,0.089624442
21905,0.000538005
21906,0.007899897
21907,0.010779289
21908,0.006463271
21909,0.004017802
21910,0.003049798
21911,0.016350513
21912,0.00724433
21913,0.007991919
21914,0.014933645
21915,0.006148509
21916,0.005493275
21917,0.020741453
21918,0.006337475
21919,0.054893991
21920,0.107524381
21921,0.068810113
21922,0.004869435
21923,0.003447344
21924,0.003395752
21925,0.005423709
21926,0.450503334
21927,0.217659831
21928,0.005675782
21929,0.008478188
21930,0.003253969
21931,0.01016926
21932,0.004381776
21933,0.006183705
21934,0.278415795
21935,0.143146069
21936,0.46609519
21937,0.680741273
21938,0.418447137
21939,0.004547192
21940,0.006778975
21941,0.01380743
21942,0.007511299
21943,0.011054669
21944,0.066971638
21945,0.194762454
21946,0.010063595
21947,0.005013707
21948,0.026344744
21949,0.00227303
21950,0.010087688
21951,0.301698492
21952,0.012072384
21953,0.406300551
21954,0.286970882
21955,0.23016099
21956,0.012538393
21957,0.002976553
21958,0.010712699
21959,0.587586044
21960,0.008154767
21961,0.005635976
21962,0.496550439
21963,0.400962005
21964,0.007841374
21965,0.001265484
21966,0.21437502
21967,0.332687998
21968,0.014006109
21969,0.318523793
21970,0.006061898
21971,0.005006675
21972,0.004246863
21973,0.001068505
21974,0.00854934
21975,0.004561605
21976,0.027400304
21977,0.024964532
21978,0.018350044
21979,0.009449129
21980,0.013974574
21981,0.001440291
21982,0.238417017
21983,0.003248643
21984,0.003497266
21985,0.002018662
21986,0.015186812
21987,0.012487212
21988,0.001372935
21989,0.070571112
21990,0.005108188
21991,0.00406345
21992,0.005494598
21993,0.092345911
21994,0.003685145
21995,0.019881444
21996,0.015566307
21997,0.153555772
21998,0.009703776
21999,0.003197758
22000,0.044747796
22001,0.067390928
22002,0.149819446
22003,0.003858232
22004,0.013062862
22005,0.02129101
22006,0.011026859
22007,0.00672132
22008,0.014672218
22009,0.008195236
22010,0.006233505
22011,0.005836575
22012,0.005953055
22013,0.004752141
22014,0.027024842
22015,0.00136407
22016,0.01869157
22017,0.240927226
22018,0.002208309
22019,0.323707247
22020,0.324067565
22021,0.130375934
22022,0.007929439
22023,0.006152959
22024,0.005707022
22025,0.002190245
22026,0.012439437
22027,0.002044496
22028,0.001299651
22029,0.140891183
22030,0.026917319
22031,0.004430406
22032,0.004537058
22033,0.017708448
22034,0.16482855
22035,0.698561135
22036,0.586970488
22037,0.240231299
22038,0.551955563
22039,0.009175832
22040,0.319091667
22041,0.006459829
22042,0.022537401
22043,0.419072218
22044,0.004529147
22045,0.007195091
22046,0.009067271
22047,0.316534854
22048,0.237863586
22049,0.250737631
22050,0.016234975
22051,0.469988115
22052,0.008052235
22053,0.038524786
22054,0.595047866
22055,0.514883175
22056,0.003911796
22057,0.520666642
22058,0.007065635
22059,0.140389559
22060,0.000944813
22061,0.004547799
22062,0.015570364
22063,0.00432219
22064,0.001213262
22065,0.000902635
22066,0.015387697
22067,0.006965107
22068,0.096036244
22069,0.01573184
22070,0.00653852
22071,0.003122343
22072,0.05359824
22073,0.017265379
22074,0.00226913
22075,0.008027786
22076,0.016477937
22077,0.02637174
22078,0.004254377
22079,0.00182508
22080,0.006984757
22081,0.115508337
22082,0.026138144
22083,0.003132792
22084,0.009434215
22085,0.00262506
22086,0.041160977
22087,0.671003941
22088,0.008430189
22089,0.181897371
22090,0.15756532
22091,0.322424659
22092,0.002639092
22093,0.648458873
22094,0.514964611
22095,0.151835008
22096,0.001215311
22097,0.076472718
22098,0.090059628
22099,0.24169696
22100,0.003899687
22101,0.396258415
22102,0.463766602
22103,0.003150472
22104,0.011704437
22105,0.437064825
22106,0.00643578
22107,0.008596818
22108,0.359726484
22109,0.044780962
22110,0.016554056
22111,0.043901671
22112,0.001946089
22113,0.005582689
22114,0.027387229
22115,0.349395328
22116,0.001851019
22117,0.19787529
22118,0.005831595
22119,0.009297873
22120,0.000958981
22121,0.025289291
22122,0.007284071
22123,0.115203286
22124,0.002813271
22125,0.026654877
22126,0.538347815
22127,0.2544038
22128,0.00910567
22129,0.015413272
22130,0.001110079
22131,0.455712969
22132,0.017134439
22133,0.003546915
22134,0.051923751
22135,0.002517821
22136,0.092876444
22137,0.023388122
22138,0.149121105
22139,0.658677124
22140,0.385014096
22141,0.004381812
22142,0.0560264
22143,0.002612647
22144,0.001906355
22145,0.184080743
22146,0.004212964
22147,0.028921873
22148,0.292502757
22149,0.00775774
22150,0.002300021
22151,0.06739838
22152,0.005324451
22153,0.003801384
22154,0.192152267
22155,0.000709553
22156,0.005097604
22157,0.005424544
22158,0.501586841
22159,0.181925024
22160,0.060656497
22161,0.112890577
22162,0.000801261
22163,0.005395868
22164,0.006313248
22165,0.004705278
22166,0.078380652
22167,0.012521926
22168,0.015565359
22169,0.27490376
22170,0.07369017
22171,0.020593298
22172,0.033736945
22173,0.591759206
22174,0.008971056
22175,0.055233957
22176,0.002258358
22177,0.001462499
22178,0.012839117
22179,0.000337939
22180,0.067600619
22181,0.002572089
22182,0.012957216
22183,0.622156462
22184,0.00489554
22185,0.01075551
22186,0.004382341
22187,0.343073548
22188,0.0018282
22189,0.011543785
22190,0.001741545
22191,0.015385998
22192,0.001888436
22193,0.002197827
22194,0.005435023
22195,0.28076744
22196,0.0056216
22197,0.267613299
22198,0.02229093
22199,0.062384194
22200,0.080905835
22201,0.495240164
22202,0.013525683
22203,0.01214866
22204,0.003396266
22205,0.018714427
22206,0.095086543
22207,0.407983231
22208,0.01486677
22209,0.015338104
22210,0.004187363
22211,0.286035661
22212,0.320455668
22213,0.104282303
22214,0.455474119
22215,0.004905328
22216,0.120965997
22217,0.110122802
22218,0.009524079
22219,0.010755399
22220,0.002004037
22221,0.005964728
22222,0.001229995
22223,0.008098028
22224,0.013209258
22225,0.164260067
22226,0.152318924
22227,0.014212256
22228,0.007820162
22229,0.01396522
22230,0.002490924
22231,0.013745499
22232,0.321402281
22233,0.014606754
22234,0.013068149
22235,0.015880344
22236,0.003710164
22237,0.006010973
22238,0.307277918
22239,0.002332125
22240,0.005139831
22241,0.003018484
22242,0.307048358
22243,0.000488877
22244,0.012154942
22245,0.00888307
22246,0.003005972
22247,0.166099889
22248,0.004739998
22249,0.104672204
22250,0.093843863
22251,0.001204374
22252,0.006071617
22253,0.006338956
22254,0.402609068
22255,0.197379174
22256,0.696404217
22257,0.003022495
22258,0.00156461
22259,0.016082551
22260,0.008628769
22261,0.004497623
22262,0.013712084
22263,0.004822783
22264,0.656027063
22265,0.006645989
22266,0.493852843
22267,0.431161792
22268,0.005057433
22269,0.124354603
22270,0.003490396
22271,0.006320325
22272,0.256651738
22273,0.018192307
22274,0.02532594
22275,0.007531439
22276,0.019823842
22277,0.004601322
22278,0.005581056
22279,0.013588492
22280,0.013617247
22281,0.007329206
22282,0.007511673
22283,0.144862842
22284,0.006891836
22285,0.009252183
22286,0.00101134
22287,0.004430682
22288,0.027956685
22289,0.002117551
22290,0.003118898
22291,0.004549538
22292,0.006083728
22293,0.002758543
22294,0.016792007
22295,0.38288517
22296,0.001400422
22297,0.011449883
22298,0.083307167
22299,0.005561807
22300,0.006793672
22301,0.003023514
22302,0.010577156
22303,0.014999084
22304,0.024768946
22305,0.000812848
22306,0.001933267
22307,0.015445112
22308,0.647898933
22309,0.438295403
22310,0.080978427
22311,0.006877468
22312,0.005586564
22313,0.00945225
22314,0.270538346
22315,0.005947665
22316,0.007682007
22317,0.004171415
22318,0.021533309
22319,0.009256524
22320,0.006795976
22321,0.001037276
22322,0.015868019
22323,0.010736694
22324,0.037832776
22325,0.174095024
22326,0.004745621
22327,0.580995849
22328,0.009642234
22329,0.023499755
22330,0.015562962
22331,0.018215419
22332,0.37251664
22333,0.009806067
22334,0.000673112
22335,0.000427446
22336,0.021518877
22337,0.020369347
22338,0.010340772
22339,0.339550097
22340,0.210595948
22341,0.202006842
22342,0.206878218
22343,0.002871095
22344,0.006145851
22345,0.004116602
22346,0.001879559
22347,0.513611539
22348,0.016579487
22349,0.004857649
22350,0.31057844
22351,0.003735114
22352,0.00793371
22353,0.003503895
22354,0.005789193
22355,0.003162238
22356,0.003042594
22357,0.371507906
22358,0.007274968
22359,0.005056831
22360,0.000471349
22361,0.014795408
22362,0.004061282
22363,0.071116466
22364,0.022723793
22365,0.007148702
22366,0.009010428
22367,0.007502259
22368,0.005179192
22369,0.009453652
22370,0.040842347
22371,0.371744356
22372,0.694000204
22373,0.561844618
22374,0.004886043
22375,0.015289375
22376,0.01265964
22377,0.137983199
22378,0.004915723
22379,0.019538463
22380,0.16435684
22381,0.013928872
22382,0.122652747
22383,0.004620998
22384,0.176275759
22385,0.166118914
22386,0.019267804
22387,0.704380036
22388,0.006986758
22389,0.156187844
22390,0.006670432
22391,0.005435344
22392,0.007498675
22393,0.006969223
22394,0.076990261
22395,0.180269711
22396,0.004947169
22397,0.007233503
22398,0.005494379
22399,0.052076979
22400,0.003479452
22401,0.001859831
22402,0.10723321
22403,0.008622918
22404,0.115947634
22405,0.078616659
22406,0.253524801
22407,0.531315964
22408,0.016366786
22409,0.182676485
22410,0.200250747
22411,0.003260736
22412,0.529812972
22413,0.016516653
22414,0.00139323
22415,0.006565886
22416,0.506845577
22417,0.001369531
22418,0.004432604
22419,0.009228568
22420,0.000912685
22421,0.007418736
22422,0.589069044
22423,0.346573942
22424,0.273860255
22425,0.161682912
22426,0.231447041
22427,0.007550648
22428,0.003616471
22429,0.003406639
22430,0.006899368
22431,0.004249822
22432,0.017331724
22433,0.014556821
22434,0.002910837
22435,0.159178964
22436,0.001367463
22437,0.01070559
22438,0.008651125
22439,0.494607695
22440,0.105840971
22441,0.00581654
22442,0.000841242
22443,0.009014007
22444,0.234932573
22445,0.002821919
22446,0.003454986
22447,0.005914814
22448,0.008217163
22449,0.003320638
22450,0.014121999
22451,0.020583134
22452,0.604903596
22453,0.005336845
22454,0.008224782
22455,0.002099751
22456,0.079080173
22457,0.001986789
22458,0.000965023
22459,0.129174
22460,0.195397838
22461,0.199376305
22462,0.005427779
22463,0.215924948
22464,0.005585024
22465,0.506491919
22466,0.016030657
22467,0.000107701
22468,0.019581701
22469,0.016474304
22470,0.014780375
22471,0.327752732
22472,0.036192845
22473,0.010384151
22474,0.251541307
22475,0.01369969
22476,0.0618714
22477,0.006294167
22478,0.007180926
22479,0.005334942
22480,0.017533087
22481,0.023440962
22482,0.026267262
22483,0.002126421
22484,0.012519913
22485,0.102316336
22486,0.382945089
22487,0.312430417
22488,0.004214574
22489,0.006151951
22490,0.007398654
22491,0.301289488
22492,0.004968788
22493,0.345090939
22494,0.003805795
22495,0.012215202
22496,0.018920227
22497,0.016998718
22498,0.077140226
22499,0.004246555
22500,0.027719076
22501,0.405587582
22502,0.425789587
22503,0.001902683
22504,0.180918924
22505,0.2908357
22506,0.167580484
22507,0.301922054
22508,0.016230418
22509,0.516886122
22510,0.008170949
22511,0.126245175
22512,0.629506977
22513,0.00834087
22514,0.203262527
22515,0.014173779
22516,0.005307307
22517,0.017241381
22518,0.006319956
22519,0.001656541
22520,0.044930113
22521,0.134699382
22522,0.00320159
22523,0.003851064
22524,0.000662014
22525,0.005115635
22526,0.007405617
22527,0.025928018
22528,0.003160919
22529,0.027645569
22530,0.530007674
22531,0.00197272
22532,0.818796782
22533,0.010033997
22534,0.016926773
22535,0.077303842
22536,0.002270611
22537,0.005765952
22538,0.157964042
22539,0.013842017
22540,0.00149251
22541,0.006169578
22542,0.008007784
22543,0.407534418
22544,0.005099753
22545,0.005553789
22546,0.009237579
22547,0.007632708
22548,0.004655865
22549,0.000238659
22550,0.314586347
22551,0.027393673
22552,0.471022558
22553,0.003960128
22554,0.016138672
22555,0.009478483
22556,0.216140618
22557,0.071118084
22558,0.288313083
22559,0.004146118
22560,0.006796799
22561,0.102743935
22562,0.202636991
22563,0.021547967
22564,0.004230317
22565,0.068798369
22566,0.004566246
22567,0.064236032
22568,0.429894758
22569,0.002233078
22570,0.014964391
22571,0.166085947
22572,0.013226043
22573,0.006035499
22574,0.008107913
22575,0.018263786
22576,0.002443738
22577,0.010411207
22578,0.007971216
22579,0.036820963
22580,0.248832877
22581,0.096542691
22582,0.016872949
22583,0.17908745
22584,0.007359837
22585,0.006398594
22586,0.262730921
22587,0.001416392
22588,0.004455475
22589,0.001945396
22590,0.011128286
22591,0.003927224
22592,0.005528286
22593,0.250491584
22594,0.148528451
22595,0.002455074
22596,0.003458206
22597,0.007319922
22598,0.028248371
22599,0.004862417
22600,0.028872939
22601,0.000776578
22602,0.688425031
22603,0.004525995
22604,0.006694793
22605,0.011157218
22606,0.456022799
22607,0.001868232
22608,0.158936448
22609,0.004191116
22610,0.005582035
22611,0.001842015
22612,0.007892964
22613,0.002043202
22614,0.258938237
22615,0.062918146
22616,0.006906672
22617,0.003430735
22618,0.002108598
22619,0.008201063
22620,0.012319942
22621,0.016754074
22622,0.005566669
22623,0.18957383
22624,0.461379642
22625,0.008311821
22626,0.006297249
22627,0.008167761
22628,0.003081705
22629,0.394817626
22630,0.411112769
22631,0.011995432
22632,0.002508954
22633,0.004178866
22634,0.156121914
22635,0.085378697
22636,0.304708979
22637,0.005445
22638,0.007737496
22639,0.291055963
22640,0.004762658
22641,0.004244151
22642,0.021479524
22643,0.040739394
22644,0.013785886
22645,0.00849838
22646,0.021068932
22647,0.001738755
22648,0.076269087
22649,0.007833231
22650,0.025042535
22651,0.000340846
22652,0.003949244
22653,0.010234149
22654,0.021758703
22655,0.219919725
22656,0.008461277
22657,0.230078586
22658,0.194126794
22659,0.002500898
22660,0.003971478
22661,0.007320503
22662,0.574582229
22663,0.069552329
22664,0.120614267
22665,0.005690392
22666,0.021155062
22667,0.000875761
22668,0.003671398
22669,0.015997075
22670,0.012049224
22671,0.228006069
22672,0.003896347
22673,0.256558578
22674,0.000363104
22675,0.019875037
22676,0.006364014
22677,0.003799964
22678,0.005629514
22679,0.002934396
22680,0.003299061
22681,0.063123778
22682,0.213549633
22683,0.001914553
22684,0.022927435
22685,0.010909399
22686,0.006948028
22687,0.002278923
22688,0.052069985
22689,0.011973279
22690,0.435237222
22691,0.003764987
22692,0.013987039
22693,0.004659515
22694,0.012472907
22695,0.005394549
22696,0.252616257
22697,0.021374681
22698,0.001575713
22699,0.434874065
22700,0.006511671
22701,0.007737077
22702,0.007303354
22703,0.021479524
22704,0.01602238
22705,0.280141011
22706,0.005150507
22707,0.097542568
22708,0.006739854
22709,0.00556773
22710,0.002935827
22711,0.341198692
22712,0.201834678
22713,0.416505669
22714,0.004247664
22715,0.002118858
22716,0.009426455
22717,0.016626476
22718,0.331425129
22719,0.007881469
22720,0.006867581
22721,0.002249333
22722,0.001496936
22723,0.0058869
22724,0.327011845
22725,0.30309932
22726,0.008162715
22727,0.275160887
22728,0.002813712
22729,0.027023204
22730,0.223026809
22731,0.015592603
22732,0.342952236
22733,0.024422669
22734,0.009120569
22735,0.288186425
22736,0.256381638
22737,0.003024416
22738,0.244864373
22739,0.111996882
22740,0.010270555
22741,0.00179217
22742,0.003642453
22743,0.004597911
22744,0.025106763
22745,0.016234707
22746,0.015040649
22747,0.352428568
22748,0.004210397
22749,0.326650736
22750,0.002347403
22751,0.006713021
22752,0.018955733
22753,0.005499061
22754,0.008113201
22755,0.004632617
22756,0.005305953
22757,0.005348091
22758,0.010996689
22759,0.193076335
22760,0.010454896
22761,0.009977023
22762,0.017758909
22763,0.491880196
22764,0.000658207
22765,0.273210146
22766,0.001358345
22767,0.522416614
22768,0.004458138
22769,0.002136045
22770,0.006609613
22771,0.006434303
22772,0.005755599
22773,0.396074847
22774,0.005208839
22775,0.194085898
22776,0.015850874
22777,0.16714073
22778,0.039484023
22779,0.01150466
22780,0.00062736
22781,0.240067308
22782,0.002840545
22783,0.434095312
22784,0.002688098
22785,0.005831499
22786,0.002116588
22787,0.001297644
22788,0.006218491
22789,0.006973669
22790,0.452406499
22791,0.003323974
22792,0.181094935
22793,0.064481935
22794,0.073534721
22795,0.524714579
22796,0.006958343
22797,0.017858587
22798,0.002722677
22799,0.004127625
22800,0.001085396
22801,0.002132234
22802,0.048985775
22803,0.001028224
22804,0.011760328
22805,0.005708232
22806,0.011543154
22807,0.006572782
22808,0.007393264
22809,0.009964031
22810,0.004384254
22811,0.005930412
22812,0.003876192
22813,0.007342411
22814,0.009878029
22815,0.003012236
22816,0.00667879
22817,0.001123126
22818,0.004184958
22819,0.245823477
22820,0.198817256
22821,0.10686
22822,0.000862752
22823,0.001323987
22824,0.369713862
22825,0.007285028
22826,0.12779349
22827,0.007965545
22828,0.001856156
22829,0.125282847
22830,0.009053724
22831,0.001607365
22832,0.014984429
22833,0.008502328
22834,0.134139285
22835,0.001695004
22836,0.008559723
22837,0.02504131
22838,0.001240389
22839,0.006271134
22840,0.001235273
22841,0.000509719
22842,0.102065997
22843,0.005073871
22844,0.011820635
22845,0.549822631
22846,0.006767785
22847,0.071150074
22848,0.002108494
22849,0.001829517
22850,0.007839896
22851,0.003697987
22852,0.024431324
22853,0.011851602
22854,0.006096031
22855,0.017542766
22856,0.02922699
22857,0.180670996
22858,0.003801072
22859,0.006456152
22860,0.001430986
